ID,age,age_range,gender,education,AGR_raw,CON_raw,EXT_raw,NEU_raw,OPE_raw,educ,ethnic,region,clin_status,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5
200192,52,40 yo or older,female,5,25,17,19,7,17,BA_plus,hispanic,south,typ,very_inaccurate,very_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_inaccurate,very_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_accurate,very_inaccurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate
200193,25,25 to 39 yo,female,3,21,22,19,8,20,some_college,white,south,typ,moderately_inaccurate,very_accurate,slightly_accurate,moderately_accurate,slightly_accurate,very_accurate,very_accurate,very_accurate,slightly_inaccurate,very_inaccurate,slightly_accurate,very_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,moderately_inaccurate,very_accurate,very_inaccurate,very_accurate,moderately_accurate,moderately_inaccurate
200194,38,25 to 39 yo,female,5,24,17,20,10,20,BA_plus,white,northeast,clin,moderately_inaccurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,slightly_accurate,very_accurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,very_accurate,very_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200195,27,25 to 39 yo,female,3,25,19,21,7,20,some_college,hispanic,west,typ,slightly_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,slightly_accurate,slightly_accurate,very_accurate,very_accurate,very_inaccurate,slightly_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_accurate,moderately_inaccurate,very_accurate,moderately_accurate,very_inaccurate
200196,56,40 yo or older,male,5,21,21,19,10,19,BA_plus,white,midwest,clin,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,slightly_inaccurate,very_accurate,very_inaccurate,moderately_accurate,very_accurate,very_inaccurate
200197,22,19 to 24 yo,female,4,21,18,17,19,13,BA_plus,hispanic,midwest,typ,slightly_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate,very_inaccurate,slightly_accurate,very_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,very_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate
200198,32,25 to 39 yo,male,5,22,21,21,12,20,BA_plus,white,south,typ,moderately_inaccurate,slightly_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,moderately_accurate,very_accurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200199,30,25 to 39 yo,male,2,19,16,18,23,20,HS_grad,hispanic,south,typ,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,moderately_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_accurate,very_inaccurate,moderately_accurate,very_accurate,slightly_inaccurate
200200,18,18 yo or younger,female,3,22,18,19,13,18,some_college,white,west,typ,slightly_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate
200201,61,40 yo or older,female,5,25,23,19,8,19,BA_plus,white,south,typ,very_inaccurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate
200202,30,25 to 39 yo,female,1,22,19,17,20,21,no_HS,black,northeast,typ,moderately_inaccurate,very_accurate,slightly_accurate,very_accurate,slightly_accurate,slightly_accurate,moderately_accurate,very_accurate,slightly_inaccurate,very_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,very_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,moderately_accurate,very_accurate
200203,23,19 to 24 yo,female,5,21,18,19,10,17,BA_plus,black,south,typ,very_inaccurate,very_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,very_accurate,very_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,very_inaccurate,moderately_accurate,slightly_accurate,very_inaccurate
200204,23,19 to 24 yo,female,1,26,22,19,22,20,no_HS,white,south,clin,very_accurate,slightly_accurate,slightly_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,very_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,very_accurate,slightly_accurate
200205,21,19 to 24 yo,female,1,18,18,20,26,19,no_HS,black,midwest,clin,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,very_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,very_inaccurate
200206,26,25 to 39 yo,male,2,24,23,20,20,25,HS_grad,white,south,typ,very_inaccurate,very_accurate,very_accurate,moderately_accurate,very_accurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,very_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,very_accurate,slightly_accurate,very_accurate,very_inaccurate,very_accurate,very_accurate,very_accurate
200207,25,25 to 39 yo,female,3,24,19,19,10,12,some_college,hispanic,midwest,clin,moderately_accurate,very_accurate,moderately_inaccurate,very_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,slightly_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,slightly_accurate,very_inaccurate,slightly_inaccurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,very_accurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate
200208,22,19 to 24 yo,female,3,24,21,16,5,18,some_college,white,west,typ,moderately_inaccurate,very_accurate,very_accurate,slightly_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,very_accurate,moderately_accurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,very_inaccurate,very_accurate
200209,39,25 to 39 yo,male,5,21,20,17,14,20,BA_plus,hispanic,midwest,typ,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,very_accurate,slightly_accurate
200210,19,19 to 24 yo,male,1,23,24,19,6,21,no_HS,hispanic,south,typ,slightly_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_accurate,very_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,moderately_inaccurate,very_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200211,34,25 to 39 yo,female,3,22,20,18,22,22,some_college,white,south,typ,very_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,very_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate
200212,30,25 to 39 yo,male,1,24,17,18,6,18,no_HS,asian,west,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,very_accurate,very_accurate,slightly_accurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_accurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,moderately_inaccurate,very_accurate,slightly_accurate,slightly_accurate,very_inaccurate,slightly_inaccurate
200213,31,25 to 39 yo,female,5,22,19,20,21,20,BA_plus,asian,west,typ,slightly_inaccurate,slightly_accurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,slightly_inaccurate
200214,29,25 to 39 yo,female,3,22,20,16,26,18,some_college,white,midwest,typ,very_inaccurate,very_accurate,moderately_accurate,slightly_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,slightly_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,very_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate
200215,63,40 yo or older,male,5,18,15,24,5,20,BA_plus,hispanic,south,typ,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,very_accurate,very_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,very_accurate,very_accurate,very_accurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_accurate,very_inaccurate,very_accurate,very_accurate,very_inaccurate
200216,25,25 to 39 yo,female,4,27,14,20,18,15,BA_plus,white,west,typ,slightly_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate
200217,56,40 yo or older,female,5,21,18,15,19,22,BA_plus,white,west,typ,slightly_inaccurate,moderately_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,moderately_accurate,moderately_inaccurate,very_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,very_accurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,moderately_accurate
200218,18,18 yo or younger,female,1,17,16,16,27,19,no_HS,white,northeast,typ,moderately_inaccurate,slightly_inaccurate,slightly_accurate,very_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,very_accurate,very_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,slightly_accurate,moderately_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,slightly_accurate,very_inaccurate,moderately_accurate,slightly_accurate
200219,43,40 yo or older,male,5,18,20,23,11,21,BA_plus,white,northeast,typ,very_inaccurate,slightly_accurate,moderately_inaccurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,slightly_inaccurate,very_accurate,moderately_accurate,slightly_accurate,moderately_accurate,very_inaccurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200220,21,19 to 24 yo,male,3,23,19,17,10,17,some_college,white,south,typ,very_inaccurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,slightly_accurate,moderately_inaccurate,moderately_accurate,slightly_inaccurate,moderately_accurate,very_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_accurate,very_inaccurate,slightly_accurate,very_inaccurate,very_inaccurate,slightly_inaccurate,moderately_accurate,very_inaccurate,slightly_accurate,moderately_accurate,moderately_inaccurate
200221,46,40 yo or older,female,5,19,24,23,30,22,BA_plus,white,south,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_accurate,slightly_accurate,slightly_accurate,very_inaccurate,very_accurate,moderately_accurate,moderately_accurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,slightly_accurate,slightly_accurate,very_accurate,moderately_inaccurate,very_accurate
200222,24,19 to 24 yo,female,2,24,17,22,17,20,HS_grad,black,midwest,typ,very_inaccurate,moderately_accurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,slightly_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,very_inaccurate,very_accurate,very_accurate,very_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,very_inaccurate,moderately_accurate,moderately_inaccurate,very_accurate,very_accurate,very_inaccurate
200223,16,18 yo or younger,female,1,25,14,17,18,21,no_HS,white,midwest,typ,slightly_inaccurate,slightly_accurate,very_accurate,very_accurate,very_accurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,very_inaccurate,very_inaccurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_accurate,very_accurate,slightly_accurate,moderately_inaccurate
200224,21,19 to 24 yo,female,3,21,18,18,20,15,some_college,black,west,clin,slightly_inaccurate,slightly_inaccurate,moderately_accurate,very_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,very_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate
200225,38,25 to 39 yo,female,3,21,19,19,20,17,some_college,hispanic,south,typ,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_accurate,very_inaccurate,slightly_accurate,moderately_accurate,slightly_inaccurate
200226,19,19 to 24 yo,female,2,21,19,20,16,20,HS_grad,white,south,typ,slightly_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate
200227,18,18 yo or younger,male,3,19,19,18,10,19,some_college,hispanic,south,typ,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate
200228,48,40 yo or older,female,3,22,18,20,13,19,some_college,black,south,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,slightly_inaccurate
200229,23,19 to 24 yo,male,5,25,22,22,21,18,BA_plus,black,midwest,typ,very_accurate,very_accurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,very_accurate,slightly_inaccurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_accurate,slightly_accurate
200230,23,19 to 24 yo,female,2,21,17,18,11,14,HS_grad,white,midwest,typ,slightly_accurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,slightly_accurate,very_inaccurate,slightly_accurate,moderately_inaccurate
200231,22,19 to 24 yo,female,3,25,25,17,18,18,some_college,white,south,typ,moderately_inaccurate,very_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,very_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200232,19,19 to 24 yo,male,1,15,16,17,14,18,no_HS,hispanic,west,typ,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate
200233,23,19 to 24 yo,female,3,22,20,19,8,19,some_college,black,south,clin,very_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,very_accurate,very_accurate,very_inaccurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate
200234,19,19 to 24 yo,female,3,23,21,21,16,20,some_college,black,south,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,very_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate
200235,56,40 yo or older,male,3,20,23,17,19,18,some_college,white,northeast,typ,slightly_inaccurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate
200236,19,19 to 24 yo,female,3,13,20,19,18,18,some_college,white,west,typ,moderately_accurate,slightly_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,very_accurate,slightly_inaccurate
200237,26,25 to 39 yo,male,5,15,21,21,11,19,BA_plus,white,midwest,typ,moderately_accurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,very_accurate,slightly_accurate,very_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,very_accurate,very_accurate,very_inaccurate
200238,27,25 to 39 yo,female,4,11,21,16,12,19,BA_plus,black,west,typ,moderately_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,very_accurate,very_accurate,very_inaccurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,very_inaccurate,slightly_inaccurate,moderately_inaccurate,very_accurate,moderately_inaccurate,slightly_accurate,very_accurate,very_inaccurate
200239,20,19 to 24 yo,male,3,23,19,18,9,20,some_college,white,south,typ,slightly_inaccurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200240,24,19 to 24 yo,male,4,12,14,16,14,18,BA_plus,black,northeast,typ,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200241,39,25 to 39 yo,male,2,22,23,23,23,19,HS_grad,black,south,clin,moderately_accurate,slightly_accurate,moderately_accurate,very_accurate,moderately_inaccurate,very_accurate,slightly_accurate,slightly_inaccurate,very_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,slightly_inaccurate,slightly_inaccurate,moderately_accurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_inaccurate
200242,28,25 to 39 yo,male,4,20,24,19,10,19,BA_plus,other,south,typ,slightly_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,very_accurate,very_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,very_inaccurate,very_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,very_inaccurate
200243,28,25 to 39 yo,male,5,24,19,16,9,20,BA_plus,white,northeast,typ,very_inaccurate,very_accurate,very_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,slightly_accurate,moderately_inaccurate,very_accurate,very_inaccurate,very_accurate,very_accurate,very_inaccurate
200244,20,19 to 24 yo,female,3,25,20,24,19,21,some_college,other,midwest,clin,very_inaccurate,very_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,very_accurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,very_accurate,moderately_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,very_accurate,very_accurate,moderately_inaccurate
200245,20,19 to 24 yo,female,3,22,20,21,10,18,some_college,black,northeast,typ,very_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,very_accurate,very_accurate,very_inaccurate
200246,27,25 to 39 yo,female,3,24,17,24,28,23,some_college,black,south,typ,slightly_inaccurate,very_accurate,moderately_accurate,very_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,very_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,very_accurate,slightly_accurate,very_accurate,moderately_accurate,slightly_accurate,slightly_accurate,very_accurate,slightly_accurate
